Debat;idContribution;Type;Contribution;Cree;idCommentaire;Pour;Contre;Reponse;idAuteur;Auteur;Pseudonyme;Age;CodePostal;Categorie;Email;;sexe;age
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aec667ee860efe9f41434d3;Commentaire;Aucune information de devraient être limitée par la loi, ce n'est pas à l'Etat de dire ce qui est vrai ou faux. Mais aux citoyens de vérifier les sources et la fiabilités des dîtes informations. Cette proposition de loi est liberticide et très dangereuse pour la société. Car par le passé de vrai informations ont été dénoncé comme fausses par nombres de personnes, avant que la justice finisse par se saisir des personnes incriminées par ces informations, en ayant confirmé leurs véracité au préalable. Ce fut notamment le cas pour le financement de la campagne présidentielle de Nicolas Sarkosy par le régime de Mouhamar Qaddafi.;04/05/2018 13:56;5aec667ee860efe9f41434d3;8;10;1;5aec64fce860efe9f41434cc;Masqué;Masqué;18-29;92270;Étudiant-e;Masqué;;Femme;18-29
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aec6ed2e860efe9f41434f3;VoteCommentaire;positive;04/05/2018 14:31;5aec667ee860efe9f41434d3;0;0;0;5aec6e70e860efe9f41434eb;Masqué;Masqué;18-29;91700;Sans activité;Masqué;;Femme;18-29
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aec73aae860efe9f414352b;VoteCommentaire;negative;04/05/2018 14:52;5aec667ee860efe9f41434d3;0;0;0;5aec7364e860efe9f4143520;Masqué;Masqué;;;;Masqué;;Femme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aec73cfe860efe9f414352e;Reponse;Non il faut lutter contre les discriminations sexistes dû aux fakes news;04/05/2018 14:53;5aec667ee860efe9f41434d3;0;0;0;5aec7364e860efe9f4143520;Masqué;Masqué;;;;Masqué;;Homme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aecb161e860efe9f4143566;VoteCommentaire;positive;04/05/2018 19:15;5aec667ee860efe9f41434d3;0;0;0;5aecad03e860efe9f414355f;Masqué;Masqué;65 ou plus;75005;Retraité-e;Masqué;;Aucun;65 ou plus
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aed78cfe860efe9f41435d0;VoteCommentaire;positive;05/05/2018 09:26;5aec667ee860efe9f41434d3;0;0;0;5ace903e0345c03cebcd622a;Masqué;Masqué;18-29;73000;Sans activité;Masqué;;Homme;18-29
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aeda59be860efe9f41435f9;VoteCommentaire;negative;05/05/2018 12:37;5aec667ee860efe9f41434d3;0;0;0;5aed7dd6e860efe9f41435d9;Masqué;Masqué;65 ou plus;28210;Retraité-e;Masqué;;Homme;65 ou plus
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aeda59be860efe9f41435fa;VoteCommentaire;negative;05/05/2018 12:37;5aec667ee860efe9f41434d3;0;0;0;5aed7dd6e860efe9f41435d9;Masqué;Masqué;65 ou plus;28210;Retraité-e;Masqué;;Femme;65 ou plus
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af32a512fb51dcac089619f;VoteCommentaire;positive;09/05/2018 17:05;5aec667ee860efe9f41434d3;0;0;0;5af323b62fb51dcac0896199;Masqué;Masqué;65 ou plus;75016;Profession libérale;Masqué;;Homme;65 ou plus
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af4a5fe2fb51dcac089624a;VoteCommentaire;positive;10/05/2018 20:05;5aec667ee860efe9f41434d3;0;0;0;5af4a5b42fb51dcac0896245;Masqué;Masqué;;75012;;Masqué;;Femme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af6926f2fb51dcac089636e;VoteCommentaire;negative;12/05/2018 07:06;5aec667ee860efe9f41434d3;0;0;0;5af68e572fb51dcac0896368;Masqué;Masqué;65 ou plus;29610;Retraité-e;Masqué;;Homme;65 ou plus
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af6937b2fb51dcac089637d;VoteCommentaire;negative;12/05/2018 07:10;5aec667ee860efe9f41434d3;0;0;0;5af692fd2fb51dcac0896375;Masqué;Masqué;65 ou plus;33290;Retraité-e;Masqué;;Homme;65 ou plus
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af6a8782fb51dcac08963a3;VoteCommentaire;positive;12/05/2018 08:40;5aec667ee860efe9f41434d3;0;0;0;5af6a6e22fb51dcac089639c;Masqué;Masqué;;31430;;Masqué;;Homme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af6d7a22fb51dcac0896414;VoteCommentaire;positive;12/05/2018 12:01;5aec667ee860efe9f41434d3;0;0;0;5af6d6a72fb51dcac0896410;Masqué;Masqué;;6600;;Masqué;;Homme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af9c2db2fb51dcac089669d;VoteCommentaire;negative;14/05/2018 17:09;5aec667ee860efe9f41434d3;0;0;0;5af9c2462fb51dcac0896691;Masqué;Masqué;18-29;22380;Étudiant-e;Masqué;;Homme;18-29
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af9e2af2fb51dcac08966d6;VoteCommentaire;negative;14/05/2018 19:25;5aec667ee860efe9f41434d3;0;0;0;5af9dea22fb51dcac08966cf;Masqué;Masqué;;69000;;Masqué;;Femme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5afab1aa2fb51dcac0896791;VoteCommentaire;negative;15/05/2018 10:08;5aec667ee860efe9f41434d3;0;0;0;59ee2108896da059218637ed;Masqué;Masqué;;20200;;Masqué;;Femme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5afae76d2fb51dcac08967de;VoteCommentaire;positive;15/05/2018 13:58;5aec667ee860efe9f41434d3;0;0;0;5adcac7f0345c03cebcd7977;Masqué;Masqué;18-29;54000;Étudiant-e;Masqué;;Femme;18-29
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5afaf8fe2fb51dcac089681c;VoteCommentaire;negative;15/05/2018 15:13;5aec667ee860efe9f41434d3;0;0;0;5afaf86b2fb51dcac0896814;Masqué;Masqué;;35700;;Masqué;;Femme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5afbbacd2fb51dcac08968cc;VoteCommentaire;negative;16/05/2018 04:59;5aec667ee860efe9f41434d3;0;0;0;5afbb8492fb51dcac08968c0;Masqué;Masqué;65 ou plus;44710;Retraité-e;Masqué;;Homme;65 ou plus
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5aec67c5e860efe9f41434d6;Commentaire;"Ce projet de loi devrait être simplement annulé. La charge est aux journalistes de créer un conseil de déontologie du journalisme, et à eux seuls.
Et il revient aux citoyens de vérifier eux même les informations qu'ils reçoivent.";04/05/2018 14:01;5aec67c5e860efe9f41434d6;4;7;1;5aec64fce860efe9f41434cc;Masqué;Masqué;18-29;92270;Étudiant-e;Masqué;;Homme;18-29
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5aec70a4e860efe9f4143509;VoteCommentaire;positive;04/05/2018 14:39;5aec67c5e860efe9f41434d6;0;0;0;5aec6e70e860efe9f41434eb;Masqué;Masqué;18-29;91700;Sans activité;Masqué;;Homme;18-29
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5aec8ba6e860efe9f414354c;VoteCommentaire;negative;04/05/2018 16:34;5aec67c5e860efe9f41434d6;0;0;0;5aec6efee860efe9f41434f6;Masqué;Masqué;50-65;63300;Autres;Masqué;;Homme;50-65
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5aed79d5e860efe9f41435d5;VoteCommentaire;negative;05/05/2018 09:31;5aec67c5e860efe9f41434d6;0;0;0;5ace903e0345c03cebcd622a;Masqué;Masqué;18-29;73000;Sans activité;Masqué;;Femme;18-29
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5aeda6c3e860efe9f4143605;VoteCommentaire;negative;05/05/2018 12:42;5aec67c5e860efe9f41434d6;0;0;0;5aed7dd6e860efe9f41435d9;Masqué;Masqué;65 ou plus;28210;Retraité-e;Masqué;;Homme;65 ou plus
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5af1c4a22fb51dcac0896106;VoteCommentaire;positive;08/05/2018 15:39;5aec67c5e860efe9f41434d6;0;0;0;5af1c38d2fb51dcac08960f9;Masqué;Masqué;30-49;76600;Artisan ou entrepreneur;Masqué;;Femme;30-49
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5af32c3b2fb51dcac08961a9;VoteCommentaire;positive;09/05/2018 17:13;5aec67c5e860efe9f41434d6;0;0;0;5af323b62fb51dcac0896199;Masqué;Masqué;65 ou plus;75016;Profession libérale;Masqué;;Femme;65 ou plus
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5af798362fb51dcac08964d0;VoteCommentaire;negative;13/05/2018 01:43;5aec67c5e860efe9f41434d6;0;0;0;5af796e72fb51dcac08964c3;Masqué;Masqué;;;;Masqué;;Femme;
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5af94f0a2fb51dcac08965ef;VoteCommentaire;negative;14/05/2018 08:55;5aec67c5e860efe9f41434d6;0;0;0;59fdc95de7c9379d2c562662;Masqué;Masqué;;;;Masqué;;Femme;
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5afa043f2fb51dcac08966f1;VoteCommentaire;positive;14/05/2018 21:48;5aec67c5e860efe9f41434d6;0;0;0;5afa00d62fb51dcac08966e7;Masqué;Masqué;18-29;87000;Étudiant-e;Masqué;;Homme;18-29
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5afb39d42fb51dcac089686f;VoteCommentaire;negative;15/05/2018 19:49;5aec67c5e860efe9f41434d6;0;0;0;5afb34172fb51dcac0896847;Masqué;Masqué;50-65;13002;Fonctionnaire ou contractuel-le du secteur public;Masqué;;Homme;50-65
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5afb48e32fb51dcac089689b;Reponse;Je  me répète : Charte de Munich qui existe déjà (1ere version 1938, seconde version 1971) - Cette charte détaille les droits et les devoirs des journalistes.;15/05/2018 20:53;5aec67c5e860efe9f41434d6;0;0;0;5afb43e52fb51dcac0896883;Masqué;Masqué;50-65;67300;Salarié-e du secteur privé;Masqué;;Femme;50-65
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5afbbd712fb51dcac08968e4;VoteCommentaire;negative;16/05/2018 05:11;5aec67c5e860efe9f41434d6;0;0;0;5afbb8492fb51dcac08968c0;Masqué;Masqué;65 ou plus;44710;Retraité-e;Masqué;;Femme;65 ou plus
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aec6fdfe860efe9f4143501;Commentaire;Je plussoie GGripon, aucune informations ne devraient être limitée par la loi, ce n'est pas à l'Etat de dicter ce qui est vrai ou faux , mais aux citoyens de vérifier leurs sources.;04/05/2018 14:36;5aec6fdfe860efe9f4143501;6;8;0;5aec6e70e860efe9f41434eb;Masqué;Masqué;18-29;91700;Sans activité;Masqué;;Homme;18-29
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aec73d7e860efe9f4143532;VoteCommentaire;positive;04/05/2018 14:53;5aec6fdfe860efe9f4143501;0;0;0;5aec7364e860efe9f4143520;Masqué;Masqué;;;;Masqué;;Femme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aecb156e860efe9f4143565;VoteCommentaire;positive;04/05/2018 19:15;5aec6fdfe860efe9f4143501;0;0;0;5aecad03e860efe9f414355f;Masqué;Masqué;65 ou plus;75005;Retraité-e;Masqué;;Aucun;65 ou plus
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aed789ce860efe9f41435cf;VoteCommentaire;negative;05/05/2018 09:25;5aec6fdfe860efe9f4143501;0;0;0;5ace903e0345c03cebcd622a;Masqué;Masqué;18-29;73000;Sans activité;Masqué;;Femme;18-29
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aeda5a6e860efe9f41435fc;VoteCommentaire;negative;05/05/2018 12:37;5aec6fdfe860efe9f4143501;0;0;0;5aed7dd6e860efe9f41435d9;Masqué;Masqué;65 ou plus;28210;Retraité-e;Masqué;;Femme;65 ou plus
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af32a722fb51dcac08961a0;VoteCommentaire;positive;09/05/2018 17:05;5aec6fdfe860efe9f4143501;0;0;0;5af323b62fb51dcac0896199;Masqué;Masqué;65 ou plus;75016;Profession libérale;Masqué;;Femme;65 ou plus
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af3cef02fb51dcac08961bb;VoteCommentaire;negative;10/05/2018 04:47;5aec6fdfe860efe9f4143501;0;0;0;5ab0260f120e0a305b7c21c3;Masqué;Masqué;;;;Masqué;;Homme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af4a6002fb51dcac089624b;VoteCommentaire;positive;10/05/2018 20:05;5aec6fdfe860efe9f4143501;0;0;0;5af4a5b42fb51dcac0896245;Masqué;Masqué;;75012;;Masqué;;Femme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af692752fb51dcac089636f;VoteCommentaire;negative;12/05/2018 07:06;5aec6fdfe860efe9f4143501;0;0;0;5af68e572fb51dcac0896368;Masqué;Masqué;65 ou plus;29610;Retraité-e;Masqué;;Autre;65 ou plus
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af6a88c2fb51dcac08963a4;VoteCommentaire;positive;12/05/2018 08:40;5aec6fdfe860efe9f4143501;0;0;0;5af6a6e22fb51dcac089639c;Masqué;Masqué;;31430;;Masqué;;Femme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af9c2e82fb51dcac089669e;VoteCommentaire;negative;14/05/2018 17:10;5aec6fdfe860efe9f4143501;0;0;0;5af9c2462fb51dcac0896691;Masqué;Masqué;18-29;22380;Étudiant-e;Masqué;;Femme;18-29
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af9e2b62fb51dcac08966d7;VoteCommentaire;negative;14/05/2018 19:25;5aec6fdfe860efe9f4143501;0;0;0;5af9dea22fb51dcac08966cf;Masqué;Masqué;;69000;;Masqué;;Homme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5afae79c2fb51dcac08967df;VoteCommentaire;positive;15/05/2018 13:58;5aec6fdfe860efe9f4143501;0;0;0;5adcac7f0345c03cebcd7977;Masqué;Masqué;18-29;54000;Étudiant-e;Masqué;;Homme;18-29
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5afaf9072fb51dcac089681d;VoteCommentaire;negative;15/05/2018 15:13;5aec6fdfe860efe9f4143501;0;0;0;5afaf86b2fb51dcac0896814;Masqué;Masqué;;35700;;Masqué;;Homme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5afbbadf2fb51dcac08968cd;VoteCommentaire;negative;16/05/2018 05:00;5aec6fdfe860efe9f4143501;0;0;0;5afbb8492fb51dcac08968c0;Masqué;Masqué;65 ou plus;44710;Retraité-e;Masqué;;Homme;65 ou plus
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5aec8bfae860efe9f414354d;Commentaire;Une lois pour le bien être de tous un chacun sous l'Autorité d'une Justice à l'écoute du Peuple;04/05/2018 16:36;5aec8bfae860efe9f414354d;2;2;0;5aec6efee860efe9f41434f6;Masqué;Masqué;50-65;63300;Autres;Masqué;;Aucun;50-65
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5aed79dfe860efe9f41435d6;VoteCommentaire;negative;05/05/2018 09:31;5aec8bfae860efe9f414354d;0;0;0;5ace903e0345c03cebcd622a;Masqué;Masqué;18-29;73000;Sans activité;Masqué;;Homme;18-29
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5aeda6d9e860efe9f4143607;VoteCommentaire;positive;05/05/2018 12:43;5aec8bfae860efe9f414354d;0;0;0;5aed7dd6e860efe9f41435d9;Masqué;Masqué;65 ou plus;28210;Retraité-e;Masqué;;Homme;65 ou plus
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5af1c49e2fb51dcac0896105;VoteCommentaire;negative;08/05/2018 15:39;5aec8bfae860efe9f414354d;0;0;0;5af1c38d2fb51dcac08960f9;Masqué;Masqué;30-49;76600;Artisan ou entrepreneur;Masqué;;Homme;30-49
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5af798812fb51dcac08964d7;VoteCommentaire;positive;13/05/2018 01:44;5aec8bfae860efe9f414354d;0;0;0;5af796e72fb51dcac08964c3;Masqué;Masqué;;;;Masqué;;Femme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aecb151e860efe9f4143563;Commentaire;La notion même de fausse nouvelle ou fausse information a un relent de censure et de contrôle de la presse. L’Etat n’a pas à imposer une vérité officielle. Le seul cas où une intervention de la Justice peut être légitime est celui de la diffamation, notamment en période électorale. Sur ce point, la loi de 1881 est bonne, mais le renforcement de la protection des citoyens par des procédures d’urgence peut être intéressant. Mais la notion de fausse information est beaucoup trop large.;04/05/2018 19:15;5aecb151e860efe9f4143563;3;5;0;5aecad03e860efe9f414355f;Masqué;Masqué;65 ou plus;75005;Retraité-e;Masqué;;Homme;65 ou plus
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aed78fae860efe9f41435d1;VoteCommentaire;negative;05/05/2018 09:27;5aecb151e860efe9f4143563;0;0;0;5ace903e0345c03cebcd622a;Masqué;Masqué;18-29;73000;Sans activité;Masqué;;Homme;18-29
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5aeda5a9e860efe9f41435fd;VoteCommentaire;negative;05/05/2018 12:38;5aecb151e860efe9f4143563;0;0;0;5aed7dd6e860efe9f41435d9;Masqué;Masqué;65 ou plus;28210;Retraité-e;Masqué;;Femme;65 ou plus
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af32ab62fb51dcac08961a2;VoteCommentaire;positive;09/05/2018 17:07;5aecb151e860efe9f4143563;0;0;0;5af323b62fb51dcac0896199;Masqué;Masqué;65 ou plus;75016;Profession libérale;Masqué;;Femme;65 ou plus
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af6a8ee2fb51dcac08963a5;VoteCommentaire;positive;12/05/2018 08:42;5aecb151e860efe9f4143563;0;0;0;5af6a6e22fb51dcac089639c;Masqué;Masqué;;31430;;Masqué;;Femme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5af9e2b72fb51dcac08966d8;VoteCommentaire;negative;14/05/2018 19:25;5aecb151e860efe9f4143563;0;0;0;5af9dea22fb51dcac08966cf;Masqué;Masqué;;69000;;Masqué;;Homme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5afae7a12fb51dcac08967e0;VoteCommentaire;positive;15/05/2018 13:58;5aecb151e860efe9f4143563;0;0;0;5adcac7f0345c03cebcd7977;Masqué;Masqué;18-29;54000;Étudiant-e;Masqué;;Homme;18-29
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5afaf9102fb51dcac089681e;VoteCommentaire;negative;15/05/2018 15:13;5aecb151e860efe9f4143563;0;0;0;5afaf86b2fb51dcac0896814;Masqué;Masqué;;35700;;Masqué;;Homme;
2. Quelles sont‚ pour vous‚ les fausses informations dont la diffusion doit être limitée par les différentes mesures figurant dans la proposition de loi ? À quels critères doivent-elles répondre ? ;5afbbaf32fb51dcac08968ce;VoteCommentaire;negative;16/05/2018 05:00;5aecb151e860efe9f4143563;0;0;0;5afbb8492fb51dcac08968c0;Masqué;Masqué;65 ou plus;44710;Retraité-e;Masqué;;Femme;65 ou plus
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5aed7a57e860efe9f41435d7;Commentaire;Revoir la déontologie des journalistes. Car aujourd'hui le peuple est bien souvent sous l'influence d'une fausse information et donc ils vont rejeté un personnage politique, même si il a fait des actions bonnes.;05/05/2018 09:33;5aed7a57e860efe9f41435d7;12;4;0;5ace903e0345c03cebcd622a;Masqué;Masqué;18-29;73000;Sans activité;Masqué;;Femme;18-29
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5aeda6afe860efe9f4143603;VoteCommentaire;positive;05/05/2018 12:42;5aed7a57e860efe9f41435d7;0;0;0;5aed7dd6e860efe9f41435d9;Masqué;Masqué;65 ou plus;28210;Retraité-e;Masqué;;Homme;65 ou plus
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5af1c4902fb51dcac0896103;VoteCommentaire;negative;08/05/2018 15:38;5aed7a57e860efe9f41435d7;0;0;0;5af1c38d2fb51dcac08960f9;Masqué;Masqué;30-49;76600;Artisan ou entrepreneur;Masqué;;Homme;30-49
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5af32c212fb51dcac08961a7;VoteCommentaire;positive;09/05/2018 17:13;5aed7a57e860efe9f41435d7;0;0;0;5af323b62fb51dcac0896199;Masqué;Masqué;65 ou plus;75016;Profession libérale;Masqué;;Homme;65 ou plus
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5af69e1a2fb51dcac0896397;VoteCommentaire;positive;12/05/2018 07:56;5aed7a57e860efe9f41435d7;0;0;0;5af69d3c2fb51dcac089638e;Masqué;Masqué;18-29;95640;Fonctionnaire ou contractuel-le du secteur public;Masqué;;Femme;18-29
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5af6d98e2fb51dcac0896417;VoteCommentaire;positive;12/05/2018 12:09;5aed7a57e860efe9f41435d7;0;0;0;5af6d6a72fb51dcac0896410;Masqué;Masqué;;6600;;Masqué;;Homme;
7. Quelles modifications (suppressions‚ modifications‚ ajouts) souhaiteriez-vous voir apportées à la proposition de loi relative à la lutte contre les fausses informations ?;5af797d92fb51dcac08964c8;VoteCommentaire;positive;13/05/2018 01:41;5aed7a57e860efe9f41435d7;0;0;0;5af796e72fb51dcac08964c3;Masqué;Masqué;;;;Masqué;;Femme;
